id,name,address,grade,tnp,twp,tt,nf,fo,mo,fq,mq,arr,attendance %,ias,fee_late,teacher_rating,previous_visits,assignment,assignment_due_date,assignment_submitted,summary_self_check_in,ge,email,phone
1229,Bipin Baniya,Itahari,9,90,64,1.45,1,Service,Others,UM,UM,Y,68.45,75,"Paid,Overdue,Overdue",2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 16:59:59,12/03/2023 06:59:59,30/03/2023 07:59:59,21/04/2023 13:59:59","Lately, I've been stressed because English is too much right now.",M,bipin.baniya1229@school.edu,555-2229
1222,Priyanka Baniya,Ghorahi,9,28,75,1.67,5,Retired,Others,UM,Degree,Y,98.99,74,"Paid,Paid,Overdue",4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 11:59:59,10/03/2023 20:59:59,27/03/2023 02:59:59,21/04/2023 08:59:59",I'm feeling distracted because English is hard to keep up with.,M,priyanka.baniya1222@school.edu,555-2222
1159,Sushma Khadka,Biratnagar,12,99,95,0.36,17,Farmer,Business,UM,PG,N,87.39,95,"Overdue,Paid,Paid",2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 19:59:59,11/03/2023 18:59:59,30/03/2023 05:59:59,17/04/2023 04:59:59","Feeling motivated, and Mathematics is going well.",F,sushma.khadka1159@school.edu,555-2159
1423,Aayush KC,Birgunj,9,11,53,1.69,17,Business,Retired,10,10,Y,63.23,97,"Overdue,Paid,Overdue",2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 20:59:59,10/03/2023 09:59:59,29/03/2023 11:59:59,19/04/2023 05:59:59","Lately, I've been isolated because Nepali is too much right now.",F,aayush.kc1423@school.edu,555-2423
1173,Anmol Shah,Janakpur,12,93,68,0.92,12,Retired,Business,UM,PG,Y,58.96,33,"Paid,Paid,Overdue",2,4,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","21/02/2023 17:59:59,16/03/2023 08:59:59,12/04/2023 10:59:59,01/05/2023 07:59:59","Honestly, I'm hopeless because Biology is taking up all my energy.",F,anmol.shah1173@school.edu,555-2173
1178,Shilpa Karki,Pokhara,9,99,99,1.03,1,Retired,Business,Degree,PG,N,97.29,81,"Paid,Paid,Paid",2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 10:59:59,12/03/2023 01:59:59,26/03/2023 07:59:59,16/04/2023 19:59:59","Things are doing as usual, and Physics is part of my routine.",F,shilpa.karki1178@school.edu,555-2178
1367,Aayush Shrestha,Dhangadhi,12,24,78,0.84,10,Retired,Housewife,Degree,UM,N,79.72,67,"Paid,Paid,Paid",4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 22:59:59,09/03/2023 12:59:59,29/03/2023 03:59:59,18/04/2023 21:59:59","Things are stable, and Biology is moving along.",M,aayush.shrestha1367@school.edu,555-2367
1095,Sandeep Raut,Dhangadhi,11,81,97,1.37,5,Service,Service,UM,10,N,92.61,88,"Paid,Paid,Paid",4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 23:59:59,12/03/2023 03:59:59,03/04/2023 09:59:59,21/04/2023 11:59:59","Feeling great, and Physics is manageable.",F,sandeep.raut1095@school.edu,555-2095
1059,Saugat Raut,Pokhara,11,44,59,1.96,9,Retired,Housewife,Degree,12,Y,83.07,98,"Overdue,Paid,Overdue",4,2,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","12/02/2023 17:59:59,12/03/2023 07:59:59,29/03/2023 07:59:59,24/04/2023 09:59:59","To be fair, I'm stressed because Physics is causing me some anxiety.",F,saugat.raut1059@school.edu,555-2059
1471,Barsha Paudel,Dharan,12,60,12,1.41,8,Other,Retired,Degree,12,N,99.1,35,"Overdue,Paid,Paid",1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 22:59:59,11/03/2023 20:59:59,30/03/2023 17:59:59,17/04/2023 09:59:59","Honestly, I'm tense because Physics is confusing for me.",F,barsha.paudel1471@school.edu,555-2471
1384,Keki Pathak,Ghorahi,12,83,59,0.76,11,Service,Business,PG,12,Y,90.27,5,"Paid,Paid,Paid",1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 02:59:59,08/03/2023 02:59:59,02/04/2023 12:59:59,18/04/2023 12:59:59",I'm feeling distracted because Mathematics is too much right now.,M,keki.pathak1384@school.edu,555-2384
1161,Shrinkhala Basnet,Bharatpur,10,86,63,1.84,17,Other,Others,Degree,Degree,Y,84.86,17,"Paid,Overdue,Paid",4,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 14:59:59,05/03/2023 19:59:59,01/04/2023 11:59:59,19/04/2023 02:59:59","Honestly, I'm frustrated because Mathematics is stressing me out.",M,shrinkhala.basnet1161@school.edu,555-2161
1296,Sandeep Hamal,Ghorahi,11,96,93,1.59,18,Service,Business,UM,PG,N,98.16,95,"Paid,Paid,Paid",1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 05:59:59,12/03/2023 18:59:59,31/03/2023 04:59:59,23/04/2023 00:59:59","I feel eager, and Biology is my favorite part of the week.",M,sandeep.hamal1296@school.edu,555-2296
1354,Sunil Adhikari,Butwal,10,85,77,1.74,1,Other,Retired,UM,PG,N,81.15,66,"Paid,Paid,Overdue",2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 13:59:59,07/03/2023 00:59:59,29/03/2023 18:59:59,18/04/2023 00:59:59","It's a fine, and Physics is taking standard effort.",M,sunil.adhikari1354@school.edu,555-2354
1025,Swastima Lamichhane,Butwal,11,94,90,0.63,5,Farmer,Retired,Degree,IL,N,86.23,81,"Paid,Paid,Overdue",1,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 22:59:59,08/03/2023 18:59:59,02/04/2023 15:59:59,22/04/2023 13:59:59","Doing alright, and Biology is part of my routine.",M,swastima.lamichhane1025@school.edu,555-2025
1491,Paras Gurung,Pokhara,9,21,35,1.79,13,Retired,Business,10,12,Y,80.52,45,"Paid,Paid,Paid",3,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 11:59:59,11/03/2023 15:59:59,29/03/2023 15:59:59,19/04/2023 19:59:59","Currently, I'm exhausted because English is stressing me out.",F,paras.gurung1491@school.edu,555-2491
1137,Shrinkhala Adhikari,Dharan,9,35,5,1.57,16,Retired,Housewife,IL,PG,Y,91.42,46,"Paid,Paid,Overdue",4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 02:59:59,12/03/2023 20:59:59,29/03/2023 13:59:59,16/04/2023 07:59:59","Lately, I've been distracted because English is stressing me out.",F,shrinkhala.adhikari1137@school.edu,555-2137
1164,Priyanka KC,Ghorahi,9,67,3,0.82,15,Retired,Service,PG,12,Y,67.51,37,"Paid,Paid,Paid",3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 12:59:59,13/03/2023 02:59:59,31/03/2023 17:59:59,21/04/2023 09:59:59","To be fair, I'm low because English is stressing me out.",M,priyanka.kc1164@school.edu,555-2164
1050,Paras Tamang,Bharatpur,10,95,18,0.49,20,Service,Retired,PG,12,Y,70.32,41,"Paid,Paid,Overdue",5,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 11:59:59,07/03/2023 03:59:59,02/04/2023 11:59:59,21/04/2023 12:59:59","Currently, I'm burnt out because Physics is confusing for me.",M,paras.tamang1050@school.edu,555-2050
1007,Sandeep Gurung,Pokhara,10,91,94,0.38,9,Retired,Business,Degree,UM,N,97.66,87,"Paid,Paid,Paid",1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 10:59:59,04/03/2023 23:59:59,27/03/2023 22:59:59,20/04/2023 04:59:59","Currently calm, and Chemistry is better than I thought.",F,sandeep.gurung1007@school.edu,555-2007
1271,Swastima Rai,Dharan,11,87,90,1.06,9,Business,Business,10,UM,N,98.38,93,"Paid,Paid,Paid",3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 09:59:59,07/03/2023 05:59:59,29/03/2023 23:59:59,24/04/2023 13:59:59","Currently proud, and Biology is helping me learn a lot.",M,swastima.rai1271@school.edu,555-2271
1248,Sunil Paudel,Pokhara,10,42,37,1.98,15,Other,Service,Degree,IL,N,78.33,63,"Paid,Paid,Paid",4,3,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 21:59:59,04/03/2023 18:59:59,27/03/2023 09:59:59,18/04/2023 02:59:59","Things are fine, and Mathematics is just another task.",F,sunil.paudel1248@school.edu,555-2248
1068,Priyanka Gurung,Dharan,10,76,50,0.18,3,Service,Retired,UM,Degree,N,87.58,3,"Paid,Paid,Paid",2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 02:59:59,09/03/2023 13:59:59,28/03/2023 04:59:59,17/04/2023 20:59:59",I'm feeling tense because Physics is taking up all my energy.,F,priyanka.gurung1068@school.edu,555-2068
1002,Keki Thapa,Dharan,11,73,85,1.58,7,Other,Retired,UM,IL,Y,77.36,67,"Paid,Paid,Paid",2,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 16:59:59,07/03/2023 16:59:59,01/04/2023 04:59:59,21/04/2023 20:59:59","Currently, I'm distracted because Biology is taking up all my energy.",M,keki.thapa1002@school.edu,555-2002
1079,Sushma Pathak,Lalitpur,11,24,33,1.61,9,Farmer,Service,IL,UM,N,72.41,19,"Paid,Paid,Paid",3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 06:59:59,07/03/2023 06:59:59,29/03/2023 06:59:59,23/04/2023 00:59:59","To be fair, I'm very tired because Biology is stressing me out.",F,sushma.pathak1079@school.edu,555-2079
1397,Shilpa Shrestha,Dhangadhi,10,86,60,1.11,14,Farmer,Housewife,UM,10,Y,55.9,20,"Overdue,Paid,Overdue",5,4,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","26/02/2023 13:59:59,12/03/2023 07:59:59,07/04/2023 06:59:59,24/04/2023 10:59:59",I'm feeling isolated because Physics is too much right now.,F,shilpa.shrestha1397@school.edu,555-2397
1284,Shrinkhala KC,Hetauda,11,95,88,0.49,1,Business,Retired,Degree,Degree,N,87.05,94,"Paid,Paid,Paid",1,2,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 00:59:59,09/03/2023 04:59:59,29/03/2023 12:59:59,22/04/2023 03:59:59","I feel confident, and Biology is going well.",F,shrinkhala.kc1284@school.edu,555-2284
1388,Rajesh Raut,Bharatpur,11,49,13,1.92,13,Business,Service,PG,Degree,N,63.85,81,"Paid,Overdue,Paid",1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 00:59:59,07/03/2023 03:59:59,02/04/2023 07:59:59,26/04/2023 06:59:59",I'm feeling distracted because Biology is stressing me out.,M,rajesh.raut1388@school.edu,555-2388
1478,Keki Paudel,Bharatpur,9,97,92,1.5,20,Retired,Housewife,PG,10,N,92.34,86,"Paid,Paid,Paid",5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 19:59:59,14/03/2023 06:59:59,01/04/2023 19:59:59,18/04/2023 04:59:59","Everything is great, especially since great, and Physics is better than I thought.",M,keki.paudel1478@school.edu,555-2478
1097,Sunil Adhikari,Kathmandu,9,29,27,0.27,19,Service,Retired,IL,IL,Y,62.3,62,"Paid,Paid,Overdue",2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 09:59:59,09/03/2023 19:59:59,26/03/2023 21:59:59,18/04/2023 05:59:59",I'm feeling disinterested because Nepali is causing me some anxiety.,F,sunil.adhikari1097@school.edu,555-2097
1480,Rekha Karki,Ghorahi,12,83,54,1.05,18,Retired,Others,IL,Degree,Y,41.55,41,"Overdue,Paid,Paid",1,10,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","24/02/2023 05:59:59,23/03/2023 00:59:59,09/04/2023 13:59:59,26/04/2023 18:59:59","Honestly, I'm low because Physics is causing me some anxiety.",F,rekha.karki1480@school.edu,555-2480
1145,Namrata Hamal,Birgunj,12,98,98,1.47,17,Farmer,Housewife,PG,IL,N,86.89,85,"Paid,Paid,Paid",1,4,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 21:59:59,11/03/2023 02:59:59,01/04/2023 06:59:59,21/04/2023 03:59:59","Things are stable, and Biology is taking standard effort.",M,namrata.hamal1145@school.edu,555-2145
1057,Saugat Tamang,Kathmandu,9,83,53,0.52,8,Business,Business,10,12,Y,40.03,38,"Paid,Paid,Paid",2,7,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","26/02/2023 22:59:59,23/03/2023 04:59:59,09/04/2023 14:59:59,29/04/2023 10:59:59","To be fair, I'm isolated because English is where I'm struggling the most.",M,saugat.tamang1057@school.edu,555-2057
1302,Swastima Magar,Itahari,10,95,58,0.69,6,Other,Service,IL,Degree,Y,53.37,39,"Paid,Paid,Paid",3,4,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","02/03/2023 00:59:59,13/03/2023 19:59:59,04/04/2023 00:59:59,24/04/2023 12:59:59","Currently, I'm exhausted because Chemistry is hard to keep up with.",M,swastima.magar1302@school.edu,555-2302
1403,Bipin Thapa,Itahari,10,81,61,1.05,20,Service,Retired,10,IL,Y,40.35,45,"Overdue,Paid,Paid",2,6,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","01/03/2023 05:59:59,12/03/2023 20:59:59,04/04/2023 19:59:59,26/04/2023 06:59:59","To be fair, I'm confused because Chemistry is where I'm struggling the most.",F,bipin.thapa1403@school.edu,555-2403
1287,Shilpa Raut,Biratnagar,11,62,52,0.31,10,Business,Housewife,Degree,Degree,Y,73.68,54,"Paid,Paid,Paid",3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 04:59:59,10/03/2023 18:59:59,31/03/2023 11:59:59,23/04/2023 00:59:59",I'm feeling burnt out because Physics is causing me some anxiety.,M,shilpa.raut1287@school.edu,555-2287
1443,Rajesh Tamang,Birgunj,12,88,98,0.95,11,Service,Others,10,PG,N,90.54,83,"Paid,Paid,Paid",1,1,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 14:59:59,12/03/2023 03:59:59,01/04/2023 21:59:59,17/04/2023 05:59:59","Things are a bit tired, and Biology is staying the same.",F,rajesh.tamang1443@school.edu,555-2443
1193,Barsha Paudel,Dhangadhi,12,65,76,1.52,1,Business,Others,IL,Degree,N,98.38,53,"Paid,Paid,Paid",1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 15:59:59,13/03/2023 21:59:59,01/04/2023 12:59:59,21/04/2023 12:59:59","Things are busy, and Chemistry is staying the same.",F,barsha.paudel1193@school.edu,555-2193
1158,Anmol Tamang,Janakpur,12,78,65,0.88,15,Retired,Service,UM,Degree,Y,55.23,21,"Paid,Paid,Paid",5,10,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","24/02/2023 15:59:59,18/03/2023 10:59:59,10/04/2023 08:59:59,27/04/2023 00:59:59","Honestly, I'm exhausted because Mathematics is too much right now.",M,anmol.tamang1158@school.edu,555-2158
1111,Priyanka Khadka,Butwal,11,90,33,1.11,11,Service,Retired,IL,Degree,N,95.01,58,"Paid,Paid,Paid",2,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 08:59:59,08/03/2023 16:59:59,02/04/2023 15:59:59,25/04/2023 13:59:59","Doing a bit tired, and Physics is moving along.",F,priyanka.khadka1111@school.edu,555-2111
1457,Namrata Pathak,Butwal,12,92,91,1.19,11,Service,Business,Degree,Degree,N,88.51,84,"Paid,Paid,Paid",4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 14:59:59,11/03/2023 15:59:59,30/03/2023 05:59:59,18/04/2023 01:59:59","It's a busy, and Biology is staying the same.",M,namrata.pathak1457@school.edu,555-2457
1461,Anmol Khadka,Ghorahi,9,35,93,0.35,4,Service,Others,PG,UM,Y,72.79,95,"Overdue,Paid,Paid",3,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 21:59:59,11/03/2023 13:59:59,30/03/2023 20:59:59,21/04/2023 08:59:59","Lately, I've been exhausted because Physics is where I'm struggling the most.",F,anmol.khadka1461@school.edu,555-2461
1450,Swastima Magar,Ghorahi,9,91,100,0.2,13,Other,Service,UM,IL,N,94.82,84,"Paid,Paid,Paid",2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 06:59:59,14/03/2023 01:59:59,30/03/2023 11:59:59,19/04/2023 23:59:59","Doing alright, and Physics is taking standard effort.",M,swastima.magar1450@school.edu,555-2450
1464,Anmol Adhikari,Butwal,10,74,43,0.45,16,Business,Business,12,PG,N,66.31,24,"Paid,Overdue,Paid",2,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 15:59:59,06/03/2023 11:59:59,02/04/2023 09:59:59,15/04/2023 17:59:59","Currently, I'm worried because Physics is hard to keep up with.",F,anmol.adhikari1464@school.edu,555-2464
1283,Bipin Tamang,Lalitpur,11,54,93,1.88,17,Service,Retired,UM,10,Y,67.37,73,"Paid,Paid,Paid",4,4,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 15:59:59,08/03/2023 10:59:59,31/03/2023 17:59:59,25/04/2023 03:59:59","Currently, I'm burnt out because Biology is taking up all my energy.",F,bipin.tamang1283@school.edu,555-2283
